State,City,Hospital Id,Hospital Name,Address,Pin Code,PhONE NO,Mobile,Fax,Contactperson- (Desig),Email,LATITUDE,LONGITUDE
Maharastra,Gondia,HOS-MUM-6025,Gondia Care Hospital,"Civil Lines, Gondia, Near Mama Square, Gondia City Gondia, Gondia",441614,07182-236442,NA,0,NA,NA,0,0
Maharastra,Kalyan,HOS-MUM-6672,Apex Hospital,"Parnaka, Shivtirth, Apt. Ground Floor, Kalyan east",421301,0251-3220953,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6202,Sulochan Eye Hospital,7/6R.R. Point Ground Floor Off Lbs Marg Opp Dreams Mall Bhandup west,400076,022-25969966,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6011,Dr.Uppal'S Ent Hospital,"Mohan Heritage Iind Floor Almeida Road, Thane west",400602,022-25376355,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6199,Senses Eye & Ent Hospital,"Beauti Arcade, 2Nd Floor, Near Pratap Cinema, Beside Fishland Hotel,  Khopat, Thane",400602,022-65737331,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6196,Riddhi Sidhi Hospital'S Pvt. Ltd.,"1St Floor Sheetal Plaza Opp Shivar Garden Mira Bhayander Road, Mira road east, Thane",401107,022-28104001,NA,0,NA,NA,0,0
Maharastra,Aurangabad,HOS-MUM-6578,Sanjeevani Childrens Hospital,"14, Kushal Nagar, Behind J&K Bank, Near Patidar Bhavan, Aurangbad",431001,0240-2363457,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6188,Namita Polyclinic & Hospital,"Ganga Shalimar Building, Navyug Nagar, S.V.Road, Dahisar(E), Thane",400068,022-28933428,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6695,Titan Hospital,"Ghodbundder Road, Thane west",400607,022-25842141,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-6689,Columbia Hospital And Research Centre-Nagpur,"Dr. N.B. Khare Marg, Dhantoli",440012,0712-2420005,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-6703,Metro City Hospital & Critical Care Centre,"Umrer Road, Sakkardara Square",440009,0712-2746344,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-6715,East-End Hospital & Critical Care Unit,"1208/737, Despande Layout, Central Avenue Road",440008,0712-2736294,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-6751,Sai Snehdeep Hospital,"Plot 12-13, Sector 20, Indian Oil Petrol Pump, Koparkhairane, Navi Mumbai",400709,022-39205600,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6692,Kevalya Hospital,"Siddhi Apartment, Near Vijay Garden, Post Kasar Vadavli, G.B. Road, Thane west",400615,022-25973396,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6765,Surya Hospital,"At Post- Shikrapur, -Nagar Highway, Tal. Shirur, Dist",412208,02137-645917,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6770,Zenith Hospital,"Parth Business Plaza, Mith Chowk, Link Road, Malad west",400064,"022-28837863, 67733281, 28837861, 28837862",NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-6736,Shree Hospital & Critical Care Centre,"799, Om Nagar, Opp. Taishree Building, Sakkardara Sq.",440009,0712-2705904,NA,0,NA,NA,0,0
Maharastra,Raigad,HOS-MUM-6799,Nair Super Speciality Eye Hospital,"Plot No.68, Mihir Villa, Sector-4, Opp, New Panvel Masjid, New Panvel",410206,022-27461444,NA,0,NA,NA,0,0
Maharastra,Aurangabad,HOS-MUM-6742,Kabra Hospital,"#55, Mahesh Nagar, Opp: Sfs High School, Jalna Road",431001,0240-2351390,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6744,Shashwat Hospital,"251/1/1/1/1+2+3+4/7, Opp. D.A.V. School (New Building). Opp. Aundh Telephone Exchange, Baner",411007,020-27297999,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6173,Apex Kidney Care Pvt Ltd,"Gaurav Plaza, Annex, R.R.T. Road, Mulund west",400080,022-25678102,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6175,Apex Kidney Care Pvt Ltd,"C/O. Sushrut Hospital, 2Nd Fllor, Swastik Park, Near Kach Gujar Hall, Chembur east",400071,022-28809114,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-6174,Apex Kidney Care Pvt Ltd,"101, Eden Rose Shopping Complex, Opp. Cinemax Multiplex, Beverly Park, Thane east.",401107,022-28809114,NA,0,NA,NA,0,0
Maharastra,Buldhana,HOS-MUM-6789,Dr.Chinchole Netra Ruganalaya And Laser Center,Vishanuwadi,443001,07262-242206,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6840,Hinduja Healthcare Pvt. Ltd.,"724, P.D. Hinduja Marg, 11Th Road, Near Khar Telephone Exchange",400052,022-26469999,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6844,Global Hospital-Super Speciality & Transplant Centre,"#35, Dr. E. Borges Road, Hospital Avenue, Opp Shirodhar Hogh School, Parel west",400012,022-67670107,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-6795,Meditrina Institute Of Medical Sciences-Nagpur,"278, Central Bazar Road, Ramdaspeth, ",440010,0712-6669600,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6776,Chaitanya Hospital,"A/P-Koregaon Bhima, Tal. Shirur, ()",412216,02137-252062,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6794,Sai Shree Hospital & Joint Replacement Centre,"251/252, Opp. Telephone Exchange, Near Parihar Chowk, Aundh",411007,020-41088600,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6846,Shree Shakti Hospital,"#59/3, Pimpre Soudagar",411027,020-27400777,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6806,Dr. Milind Patil'S Revival Bone & Joint Hospital,"Yojana, Off. Gokhale Road. Near Malhar Cinema. Dadar west.",410206,022-25376801,NA,0,NA,NA,0,0
Maharastra,Pune ,HOS-MUM-6165,Medicure Hospital,"D-2 Block, 10, Opp, Finolex Pipe Telco Road, M I D C , Pune",411019,020-27440033,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-1962,Rohit Nursing Home,"# 4, Shanti Nagar, S.V. Road,Dahisar east, Thane.",400068,"022-28489049,28486979",NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-2299,Dr. Balabhai Nanavati Hospital,"S.V. Road, Vile Parle West",400056,022-26267500,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-51,Sushrut Hospital & Research Centre,"365, Swastik Park, Chembur west",400071,022-25283302,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-6172,Apex Kidney Care Pvt Ltd,"Abhishek Commericial Complex, 3Rd Floor S.V. Road, Malad west, Near Aditi Hotel",400064,022-28809114,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-6091,Chopda Medicare & Research Centre Pvt Ltd,Patil Lane No 1 Canada Corner,422005,0253-2316200,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-1307,Niramay Hospital,"Behind Jai Hind Petorl Bank,Chinchwadi, Pune-411019",411019,020-4104146,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7234,Tarde Hospital,"Savedi Road, Premdan Chowk",414003,0241-2419292,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-7242,Ek Omkar Hospital-Kharghar,"Plot No. F/3, Sector-12, Sanjeevani Center, Kharghar",410210,022-27743665,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-6875,Columbia Asia Hospital,"22/2A, Kharadi Bypass Road, Kharadi",411014,020-71290222,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7373,Phoenix Hospital (Unit Of Rajveer Health Services Pvt. Ltd.),"Kalewadi Phata Thergaon, Near Raghaunandan Hotel.",411033,"020-27270009, 020-65600001,02",NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7388,Vasan Eye Care Hospital-Pune,"Nandan Squre, Opp Siddarth Tower, Near Karishma Society, Karishama Chowk , Kothrud ,Pune - 411038, Maharashtra",411038,022-39890000,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-7385,Zenith Hospital,"#141, Shivaji Nagar, Lane Oppsite New Wockhardt Hospital",440010,0712-2248794,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-7416,Vasan Eye Care Hospital-Nagpur,"46, Ramson Towers, Hump Yard Road,Nr. Congress Nagar T Point, Dhantoli, Nagpur - 440012, Maharashtra",440012,0721-3989000,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-7411,Vasan Eye Care Hospital-Mulund (West),"Neptune Uptown, Opp. Mulund Post Office, Ns Road, Near Mulund Rly Station, Mulund west",400080,022-39890600,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-7415,Vasan Health Care Pvt Ltd-Nashik,Mumbai Naka,422001,0253-3989000,NA,0,NA,NA,0,0
Maharastra,Kolhapur,HOS-MUM-7412,Vasan Eye Care Hospital-Kolhapur,"Station Road ,Kavalanaka, Kolhapur - 416002, Maharashtra",416002,0231-3989000,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-7404,Vasan Eye Care Hospital-Vashi,"Mahavir Ratan, Plot No.113, Sector 12,Vashi, Navi Mumbai - 400703, Maharashtra",400703,022-39890000,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-7424,Vasan Eye Care Hospital-Thane,"Next To Giriraj Heights, Lbs Road, Harinwas Circle, Thane west",400602,"022-25449050 , 51",NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-7444,Abhi-Yog Hospital,"481 Nehru Nagar, Sakardara Police Chowki Road, Tiranga Chowk",440009,0712-2740988,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-7484,Lotus Hospital & Research Centre,"#205, Tiranga Chowk, Om Nagar, Sakkardara Police Chowki Road",440009,0712-2706020,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7379,Aims Hospital & Research Centre,"S.No. 154. Near Marutrao Gaikwad, Garden",411007,020-25801000,NA,0,NA,NA,0,0
Maharastra,Amravati,HOS-MUM-7491,Galaxy Hospital And Apex Critical Care,"Kolhatkar Mangal, Karyalaya Road,Kolhatkar Mangal Karyalaya",444605,8390247488,NA,0,NA,NA,0,0
Maharastra,Kalyan,HOS-MUM-7506,Kalyan Metro Multispeciality Hospital Pvt Ltd,"Kalyan, Chakki Maka, Kalyan west",421306,0521-2350265,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-7511,Anish Hospital,"Manpada Road, Opp Gaondevi Mandir,Thane west",421201,0251-2438182,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7518,Chaitanya Hospital,"New Nagar Road, Tajane Mala",422605,02425-224761,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7515,Bade Accident & Multi Speciality,"Somatane Phata, Old Pune-Mumbai, Mavel",410506,02114-221051,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7533,Sunder Netralaya,"Chaupati Karanta, Delhi Gate",414001,0241-2345499,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7527,Gajanan Hospital,"Plot No-8, Sarvodaya Colony, Sat Bhaimala",414001,0241-2325425,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7536,Yash Nursing Home,"Opp. Reliance Petrol Pump, A/P Shikrapur, Tal-Shirur",412208,9403188644,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-7568,Asian Institute Of Oncology,"K.J Somaiya Hospital Campus,Off. Eastern Express Highway, Everard Nagar, Sion (East)",400022,022-24066800,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7636,Sarthak Hospital,"Doctor'S Colony,Opp Karachiwala Gas Godawane, Burudgaon Road,Ahmednagar",414001,0241-2324460,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-7637,Synergy Hospital And Research Cente,Waghunle Plaza Geetanagar Bus Stop Near Shree Krishna Mangal Karanave Dindori Road,422004,0253-2530177,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-7646,Kapase Eye Clinic,Behind Court Galli Ahmedabad,414001,0241-2353515,NA,0,NA,NA,0,0
Maharastra,Aurangabad,HOS-MUM-7689,Dr. Hedgewar Rugnalaya,"Gajanan Maharaj Mandir, Garkheda",431005,0240-2331195,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-7693,Veer Hospital & ICU,"Neel Enclave Building, 2Nd Floor Plot No-1, Sector No.9 Khanda Colony",410206,022-27455535,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-7700,MGM Hospital & Research Centre,"1A, CBD-Belapur, Navi Mumbai",400614,022-27581061,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-7673,Junnarkar Hospital,"Mangalwarpeth, Junnar",410502,02132-222068,NA,0,NA,NA,0,0
Maharastra,Nagpur,HOS-MUM-7710,Cure It Hospital Pvt. Ltd.,"Near Dighori Flyover Bridge, Ring Road,Nagpur",440024,0712-2707404,NA,0,NA,NA,0,0
Maharastra,Beed,HOS-MUM-013411,Jadhav Hospital And Maternity Home,"A/Post, Kada Taluka,Ashti,",414202,02441-239154,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-7641,H J Doshi Ghatkopar Hindu Sabha Hospital,Shradhanand Road Ghatkopar Station,400086,022-25123977,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-7618,Advance Eye Hospital And Institute,"30,The Affaires, Palm Beach Road, Sector-17, Sanpada",400705,022-67313636,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-008461,Pranav Hospital And Maternity Home,"Renuka Nagar, Kedgaon Devi, Puna Road",414005,0241-2552407,NA,0,NA,NA,0,0
Maharastra,Aurangabad,HOS-MUM-013450,Century Multispeciality Hospital Pvt. Ltd.,"Opp. Central Bus Stand, Behind Hotel Ajinkya",431001,0240-2357121,NA,0,NA,NA,0,0
Maharastra,Navi Mumbai,HOS-MUM-008165,Noble Care Hospital,"Sai Dwar, 1St  Floor  Plot No. 64, Sector-21, Kamothe",410209,022-65560880,NA,0,NA,NA,0,0
Maharastra,Thane,HOS-MUM-008502,Yashoda Maternity & Nursing Home,"1st Floor, Sanghavi Sai Darshan, Near Silver Park, Opp.Sai Baba temple, Mira Road East",401107,022-28553357,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-013455,Dr. Khalkar Hospital,"Plot No.16, Front Of M.C.A Ground, Sattha Colony, Station Road,",414001,0241-2452395,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-013456,Khandelwal Children And Eye Hospital,"First Floor, Opp. Shami Ganapati Mandir, Delhi Gate",414001,0241-2320778,NA,0,NA,NA,0,0
Maharastra,Satara,HOS-MUM-013203,Yash Maternity And Surgical Hospital,"Near JT Poll Hospital, Ring Road, Laxminagar Phaltan",415523,9271195947,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-013464,Aayush Hospital,"Surya Arcade, 3Rd Floors, Panchvati Bus Stop",422003,0253-2511309,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-008463,Kute Hospital And Laparoscopy Centre,"40Ft, D. P. Road,Tajanemala, Navin Nagar Road,Sangamner",422605,02425-226688,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-008006,Vakratunda Multispeciality Hospital,"Raghukul Sankul,B/H Hotel Bandhuraj,Pathardi Phatta.",422010,0253-2386001,NA,0,NA,NA,0,0
Maharastra,Ahmednagar,HOS-MUM-013470,Narwade Hospital,"Near Hotel Paradise, New Tilak Road,",419001,0241-2471400,NA,0,NA,NA,0,0
Maharastra,Amravati,HOS-MUM-013471,Deshmukh Eye Hospital,"Daulat Building, Khaparde Gardens, Irwin Square, Amravati",444601,0721-2663151,NA,0,NA,NA,0,0
Maharastra,Pune,HOS-MUM-010135,Meera Nursing Home,"#507, Khara Mala, Shirur",412210,02138-608269,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-013472,Sunrise Hospital(Sunrise Critical Care Hospital & Research Centre Pvt. Ltd),"3Rd Floor, Suyojit Modern Point, Opp. Police Parade Ground, Sharanpur Road",422002,0253-2313222,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-013473,Mercury Superspeciality Hospital (Chaudhari Orthocare Pvt. Ltd),Jondhale Complex Near Kulkarni Garden Sharanpur Road,422002,0253-2319601,NA,0,NA,NA,0,0
Maharastra,Kolhapur,HOS-MUM-013475,Mahalaxami Hospital & Icu,"#1932/A, Rajarampuri, 12Th Lane Near Lady Of Statue",416008,0231-2520035,NA,0,NA,NA,0,0
Maharastra,Nashik,HOS-MUM-009929,Phoenix Nursing Home,1St Floor Yashika Plaza Govind Nagar,422001,0253-2471245,NA,0,NA,NA,0,0
Maharastra,Raigad,HOS-MUM-013480,Mohite Maternity Hospital,"Neel Enclave Building, Plot No.1, Sector No.9, Khanda Colony, New Panvel",410206,022-27485858,NA,0,NA,NA,0,0
Maharastra,Mumbai,HOS-MUM-013481,R.L.Ent Hospital,"Shree Sai Mahal Building, 1St Floor, Fatak Road",401101,022-28194154,NA,0,NA,NA,0,0
Maharastra,Baramati,HOS-MUM-013478,Shree Hospital,Opp. Hotel City INN,413133,02112-209700,NA,0,NA,NA,0,0
New Delhi,New Delhi,HOS-DEL-008212,Sunrise Hospital(A Unit Of Trinity Sunrise Healthcare Pvt. Ltd),"F-1,,Kalindi Colony,",110065,011-48820000,NA,0,NA,NA,0,0
Odisha,Rourkela,HOS-KOL-2611,Khosla Nursing Home,"H-15, Civil Town Ship",769004,0427-2240394,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-CAL-19,Cuttack Nursing Home,"Markamal Patna, Mangalabag",753001,08742-230864,NA,0,NA,NA,0,0
Odisha,Jagatsinghapur,HOS-KOL-2213,Cure-Well Nursing Home,Town Hall Road,754103,0821-2511771,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-CAL-21,Deepak Nursing Home,"Plot No 84, (Dc)Saheed Nagar",751007,01662-237476,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-1130,Durga Nursing Home & Research Centre,"Vivekanand Marg, Chidiapola, Balasor",756001,06782-260607,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-CAL-17,General Nursing Home,Mangalabag,753001,0674-2614195,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-CAL-18,Health Care,Mahtab Road,753012, 0671-2310917,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-CAL-16,Ideal Clinic,Buxi Bazar,753001,0671-2620011,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-1131,Jyothi Hospital,"Kuruda, Balasore",756056,"06782-256375,256296,256375",NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2542,Jagannath Seva Sadan,"164, Bapuji Nagar",751009,01633-264996,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-BLC-292,Kar Clinic & Hospital Pvt Ltd,"A-32, Unit4, Bhubaneshwar",751001,0674-2516666,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-1888,Maa Shakti Hospital (P) Ltd,"#168, Ekamra Marg, Khurda",751001,0674-2595300,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2118,Neelachal Hospital (P) Ltd,"A/84, Kharelnagar, Unite Iii",751001,0674-2536590,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-CHE-314,Padma Hospital,"Sarla Nagar, Near Laxmisagar Chhack, Cuttack Pan Road, ",751006,"0674-2571386,25706171",NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-1138,Prativa Health Care,"Ward # 16, Baghra Road, Baripada, Baripada Mayurbhanj",757001,0674-253216,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-KOL-2294,Panda Curie Cancer Hospital,"N.H-5, Telengapentha, Near Telengapentha Market N.H",753051,"0671-3366999, 0671-2586982, 0671-2586377",NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2575,Panda Nursing Home Pvt Ltd,"A/115, Press Colony, Bhubanesawar, Khurda, Plot No, Press Colony",751001,"0674-2380550,2",NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-KOL-1017,Sun Hospital,Srivihar Colony .Tulsipur,753008,0671-2301402,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-2642,Sanjivani Family Hospital,Farm Road,768002,0663-2404022,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-CAL-20,Utkal Heart Centre,Saheed Nagar,751015,"0674 - 510024, 521216",NA,0,NA,NA,0,0
Odisha,Mayurbhanj,HOS-KOL-1208,Durga Clinic & Nursing Home,"Ananda Bazar, W.No-9, Baripada, Baripada",757001,06792-258919 254112-,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-2663,Ashirwad Nursing Home & Research Centre,Hospital Raod,768001,079-26854998,NA,0,NA,NA,0,0
Odisha,Rourkela,HOS-KOL-2719,Goodwill Hospital,"Super Market Complex, Udit Nagar",769012,0413-2644482,NA,0,NA,NA,0,0
Odisha,Balangir,HOS-KOL-2668,Harihar Diagnostics & Nursing Home,Sudpara,767001,06652 - 233121,NA,0,NA,NA,0,0
Odisha,Rourkela,HOS-KOL-2722,Rourkela Lifeline Pvt Ltd,"D-10, Civil Town Ship",769004,0431-4022555,NA,0,NA,NA,0,0
Odisha,Rourkela,HOS-KOL-2721,Shanti Memorial Hosptial & Assisted Conception Centre,Uditnagar,769012,079-22818865,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2843,Usthi Hospital And Research Centre,"Indradhanu Market, Back Side Of Subha Kalyan Mandap",751015," 0674-2556223,267,2550312",NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2872,Sanjeevani Medicare,"Plot No-3103-A, Samantarapur, Mahaveer Bazar, Bbsr",751002,"0674-2340430,2340730 ",NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2938,Vivekanand Hospital,"Plot No-A-54/1&A-55/1 , Dinalipibhawan , ",751003,0674-2561402,NA,0,NA,NA,0,0
Odisha,Dhenkanal,HOS-BHU-3197,Bhagirathi Hospital,"Hanuman Bazar, Kamakshyanagar",759018,"06769-270582, 08472-231694",NA,0,NA,NA,0,0
Odisha,Jajapur,HOS-BHU-3192,Dr.Ramesh Chandra Sahoo Clinic,"By The Side Of Nh 5, Jaraka",755050,0484-2777619,NA,0,NA,NA,0,0
Odisha,Bhadrak,HOS-BHU-3195,Padhi Healthcare & Research Centre,"Near By-Pass, Kacheri Road, Nayabazar",756100, 06784-240678,NA,0,NA,NA,0,0
Odisha,Turumunga,HOS-BHU-3189,Swasthy Seva Sadan,At /Po,758046,06766-238037,NA,0,NA,NA,0,0
Odisha,Jajapur,HOS-BHU-3193,Sharmistha Memorial Hospital & Research Centre,"Kanheipur, Jajpur Road",755019,0491-2520901,NA,0,NA,NA,0,0
Odisha,Mayurbhanj,HOS-KOL-3121,Orissa Nursing Home & Research Centre,"W.No.13, Station Bazar Octrai Gate, P.O. Baripada",757001,044-24802221,NA,0,NA,NA,0,0
Odisha,Bargarh,HOS-KOL-3124,Om Nursing Home,"At/Po, Attabira",768027,06682-220716,NA,0,NA,NA,0,0
Odisha,Jajapur,HOS-BHU-3196,Panda Nursing Home,"Mahaveer Chowk Road, Jajpur Town",755001,04933-307170,NA,0,NA,NA,0,0
Odisha,Bhadrak,HOS-BHU-3190,Subham Healthcare And Research Centre,Naya Bazar,756100,06784-250804,NA,0,NA,NA,0,0
Odisha,Bhadrak,HOS-BHU-3191,Sri Ram Nursing Home,By The Side Of Nh-5,756100,06784-240013,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3125,Samaleswari Nursing Home,"At Sourav Vihar, P.O Uce, Burla",768018,020-66037300,NA,0,NA,NA,0,0
Odisha,Bargarh,HOS-KOL-3123,Behera Nursing Home,"National Highway # 6, Infront Of R.T.O",768028,06646-246641,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3150,Dr. R.K. Sahoo Clinic,Rairalchol,768105,9437126826,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3120,Gountia Medical Complex,"Kuchinda, Near Jhulenpool",768222,0663-2220020,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3155,Gupta Nursing Home,"Indira Chowk, Daily Market, Burla, Dist.:-Sundergarh",768017,0663-2430257,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3152,Hari Om Health Home,"Brook Shill, Sakhipara",768001,0663- 2548366,NA,0,NA,NA,0,0
Odisha,Sambalpur,HOS-KOL-3154,J.M.J Hospital,"Plot # 13 In Unit #12 Ward, Baraipali",768150,"0663-2545889,2545606",NA,0,NA,NA,0,0
Odisha,Bargarh,HOS-KOL-3156,Kishori Nursing Home,"Bhatli Chowk, N H",768028,06646 - 246332,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-BHU-3254,Panda Medical Centre,"Kesharpur, Bepari Sahi, Buxi Bazar",753001," 0671-2624571,9861063823",NA,0,NA,NA,0,0
Odisha,Rourkela,HOS-KOL-3165,Rajasthan Seva Sadan,"Near Jalamram Mandir, Em Block, Basanti Nagar, Sundargarh",769012,0427-3982000,NA,0,NA,NA,0,0
Odisha,Jharsuguda,HOS-KOL-3163,Sairam Hospital,Btm Bye Pass Square,768202,0469-2626201,NA,0,NA,NA,0,0
Odisha,Jharsuguda,HOS-KOL-3151,Samaleswari Hospital,"Biju Nagar, Near Aryan Hotel",768203,0472-3041000,NA,0,NA,NA,0,0
Odisha,Puri,HOS-BHU-3253,Srikrishna Health Care & Reproductive Research Centre,"First Lane, Madhuban, Matia Para P.S. Kumbharapara",752002,0452-4263000,NA,0,NA,NA,0,0
Odisha,Dhenkanal,HOS-KOL-3164,Sanjeevani Nursing Home,Town Planning Colony,759001,06762-224858,NA,0,NA,NA,0,0
Odisha,Kendrapara ,HOS-BHU-3279,Barsa Nursing Home,"By Pass Square, Pattamundai",754215,"06727-220788, 9238743285",NA,0,NA,NA,0,0
Odisha,Kendujhar,HOS-BHU-3363,Maa Tarini Netradham (A Mission Dristi Project),"Mining Road, Keonhar Garh, Near Gayatri Mandir",758001,06766- 250889,NA,0,NA,NA,0,0
Odisha,Angul,HOS-KOL-2828,Surendra Hospital,"Mishrapara,",759122,06764-236244,NA,0,NA,NA,0,0
Odisha,Cuttack,HOS-KOL-3581,Ashwini Hospital(A Unit Of Cuttack Hospitals Pvt Ltd),"Plot No.P3, Sector-1, Cda",753014,0878-2216500,NA,0,NA,NA,0,0
Odisha,Kalahandi,HOS-KOL-3644,Surakshya Nursing Home,"Ghodaghat Chowk, Near Utkal Gramya Bank, Bhawanipatna",766001,06670-233350,NA,0,NA,NA,0,0
Odisha,Bargarh,HOS-KOL-2771,Gayatri Nursing Home,"Nh/6, In Front Of Lic Office",768028,06646-247101,NA,0,NA,NA,0,0
Odisha,Bhubaneswar,HOS-KOL-2954,Bhubaneswar Medical Research Institute & Nursing Home,"Plot #-1, Bda District Centre, Chandrasekharpur",751016,0674-2740641,NA,0,NA,NA,0,0
